doi,title,is_oa,oa_url,stage1_included,techniques,already_extracted,extractability_tier,rationale
10.1177/0956797612451471,"When the Economy Falters, Do People Spend or Save? Responses to Resource Scarcity Depend on Childhood Environments",False,,True,scarcity,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1037/a0031785,Health on impulse: When low self-control promotes healthy food choices.,True,https://research.rug.nl/en/publications/4416f69e-144b-4faa-b716-42ec114aa699,True,social-proof,True,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1509/jm.12.0021,How Images of Other Consumers Influence Subsequent Taste Perceptions,False,,True,social-proof,False,LOW,AMA / Marketing journals — frequently paywalled
10.1016/j.obhdp.2011.11.005,Myopic loss aversion: Demystifying the key factors influencing decision problem framing,False,,True,loss-framing,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.1002/mar.20559,The Impact of Attribute Importance in the Effects of Option Framing on Choice: Budget Range and Justification as Moderat,False,,True,loss-framing,False,LOW,Wiley — is_oa=true frequently masks publisher-side paywall; atlas-034 + atlas-038 + atlas-035 (HBE) all returned abstract-only or 402/403
10.1002/ejsp.1921,Knowledge matters: Anchoring effects are moderated by knowledge level,True,http://libres.uncg.edu/ir/asu/f/Smith_Andrew_2013_Knowledge Matters.pdf,True,anchor-with-range,False,LOW,Wiley — is_oa=true frequently masks publisher-side paywall; atlas-034 + atlas-038 + atlas-035 (HBE) all returned abstract-only or 402/403
10.1080/10410236.2012.700391,To Tweet or to Retweet? That Is the Question for Health Professionals on Twitter,False,,True,authority,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/14733145.2012.687387,Reflective listening and open‐ended questions in counselling: Preferences moderated by social skills and cognitive abili,False,,True,calibrated-question,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1086/665047,Choosing Here and Now versus There and Later: The Moderating Role of Psychological Distance on Assortment Size Preferenc,False,,True,concrete-construal,False,LOW,Chicago / OUP — paywalled; atlas-024 + atlas-030 + atlas-037 (originally) returned paywalled
10.1080/03637751.2012.697631,The Door-in-the-Face Persuasive Message Strategy: A Meta-Analysis of the First 35 Years,False,,True,ditf,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/15534510.2012.696038,Foot-in-the-door and problematic requests: A field experiment,True,https://www.tandfonline.com/doi/pdf/10.1080/15534510.2012.696038?needAccess=true,True,fitd,True,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.2224/sbp.2012.40.3.369,"The Sweet Smell of the Requester: Vanilla, Camphor, and Foot-in-the-Door",True,https://doi.org/10.2224/sbp.2012.40.3.369,True,fitd,True,LOW,Sociometric Pub — Ingenta paywall on full-text
10.1080/10810730.2012.665420,How Do Perceptions About Cessation Outcomes Moderate the Effectiveness of a Gain-Framed Smoking Cessation Telephone Coun,True,https://www.ncbi.nlm.nih.gov/pmc/articles/3644974,True,gain-framing,False,HIGH,"PubMed Central — clean HTML + JATS XML, atlas-014 + atlas-015 + atlas-036 + atlas-037 all extracted cleanly"
10.1080/10410236.2011.619252,The Effects of Message Framing Within the Stages of Change on Smoking Cessation Intentions and Behaviors,False,,True,gain-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1111/j.1525-1446.2012.01038.x,Message Framing and Parents' Intentions to have their Children Vaccinated Against <scp>HPV</scp>,False,,True,gain-framing,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1287/mnsc.1120.1609,Engineering Trust: Reciprocity in the Production of Reputation Information,False,,True,reciprocity,False,UNKNOWN,DOI prefix 10.1287 not in observed-publisher table
10.1080/07359683.2012.732847,The Effects of Message Framing and Risk Perceptions for HPV Vaccine Campaigns: Focus on the Role of Regulatory Fit,False,,True,regulatory-fit,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
,HIV Screening Take-up: Evaluating Incentives and Opt-out Strategies,False,,False,,False,UNKNOWN,DOI prefix  not in observed-publisher table
10.1080/13527266.2011.551833,Interdependent self-construal in collectivist cultures: Effects on compliance in a cause-related marketing context,False,,True,commitment-consistency,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1086/659874,Psychological Distance and the Dual Role of Price,False,,True,concrete-construal,False,LOW,Chicago / OUP — paywalled; atlas-024 + atlas-030 + atlas-037 (originally) returned paywalled
10.1016/j.jesp.2011.02.015,The pantomime of persuasion: Fit between nonverbal communication and influence strategies,True,https://www.sciencedirect.com/science/article/pii/S0022103111000436,True,ditf,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.1111/j.1559-1816.2011.00758.x,A Rock or a Hard Place: The Foot-in-the-Face Technique for Inducing Compliance Without Pressure1,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1559-1816.2011.00758.x,True,ditf,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1111/j.1464-0597.2011.00477.x,The Nature of the First Small Request as a Decisive Factor in the Effectiveness of the Foot‐in‐the‐Door Technique,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1509/jmkr.48.3.472,It's the Mind-Set that Matters: The Role of Construal Level and Message Framing in Influencing Consumer Efficacy and Con,False,,True,gain-framing,False,LOW,AMA / Marketing journals — frequently paywalled
10.1080/08870441003611544,"Increasing calcium intake in young women through gain-framed, targeted messages: A randomised controlled trial",False,,True,gain-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1037/a0024702,Perceived risk as a moderator of the effectiveness of framed HIV-test promotion messages among women: A randomized contr,False,,True,gain-framing,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1111/j.1468-2958.2011.01419.x,Relative Persuasiveness of Gain- Versus Loss-Framed Human Papillomavirus Vaccination Messages for the Present- and Futur,False,,True,loss-framing,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1177/0093650211427557,The Effects of Gender and Gain Versus Loss Frame on Processing Breast Cancer Screening Messages,False,,True,loss-framing,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1080/10410236.2011.569002,Gain Versus Loss Framing in Adherence-Promoting Communication Targeting Patients With Chronic Diseases: The Moderating E,False,,True,loss-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
,The Coincidence between the Regulatory Fit Effects Based on Chronic Regulatory Focus and Situational Regulatory Focus,False,,False,,False,UNKNOWN,DOI prefix  not in observed-publisher table
10.2753/joa0091-3367400302,Scarcity Messages,False,,True,scarcity,False,UNKNOWN,DOI prefix 10.2753 not in observed-publisher table
10.1080/1041794x.2010.502285,Exploring the “That's-Not-All” Effect: A Test of Theoretical Explanations,False,,True,tna,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
,Brief Interventions to Increase HPV Vaccine Acceptance in School-based Health Centers in Adolescents,False,,False,,False,UNKNOWN,DOI prefix  not in observed-publisher table
10.1177/1948550610368315,Interpersonal Liking From Bivariate Attitude Similarity,False,,True,liking,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1086/605591,Value from Regulatory Construal Fit: The Persuasive Impact of Fit between Consumer Goals and Message Concreteness,False,,True,regulatory-fit,False,LOW,Chicago / OUP — paywalled; atlas-024 + atlas-030 + atlas-037 (originally) returned paywalled
,Creating More Credible and Likable Travel Recommender Systems: The Influence of Virtual Agents on Travel Recommender Sys,False,,False,,False,UNKNOWN,DOI prefix  not in observed-publisher table
10.1016/j.jesp.2010.05.001,Psychological distance boosts value-behavior correspondence in ultimatum bargaining and integrative negotiation,True,https://hal.science/hal-00851025,True,concrete-construal,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.1037/a0017879,"Now you see it, now you don't: Interests, issues, and psychological distance in integrative negotiation.",False,,True,concrete-construal,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1080/15534510.2010.517282,Do people use reverse psychology? An exploration of strategic self-anticonformity,False,,True,ditf,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1089/eco.2009.0051,The Combined Effect of the Foot-in-the-Door Technique and the “But You Are Free” Technique: An Evaluation on the Selecti,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1089 not in observed-publisher table
,POSITIONING AND THE 'FOOT-IN-THE-DOOR' SOCIAL INFLUENCE TECHNIQUE,False,,False,,False,UNKNOWN,DOI prefix  not in observed-publisher table
10.1186/1479-5868-7-36,A systematic review of three approaches for constructing physical activity messages: What messages work and what improve,True,https://ijbnpa.biomedcentral.com/counter/pdf/10.1186/1479-5868-7-36,True,gain-framing,False,HIGH,"BMC — clean HTML, atlas-036 extracted cleanly"
10.1080/10810730.2010.529490,Narrative and Framing: A Test of an Integrated Message Strategy in the Exercise Context,False,,True,gain-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1111/j.1468-2958.2010.01385.x,Influence of Self-Affirmation on Responses to Gain- Versus Loss-Framed Antismoking Messages,False,,True,loss-framing,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1080/13527260903342696,The influence of regulatory fit on evaluation and intentions to buy genetically modified foods: The mediating role of so,False,,True,regulatory-fit,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1016/j.jcps.2010.05.001,The role of regulatory fit on the attraction effect,False,,True,regulatory-fit,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.1089/cyber.2009.0292,The Influence of Regulatory Fit and Interactivity on Brand Satisfaction and Trust in E-Health Marketing Inside 3D Virtua,False,,True,regulatory-fit,False,UNKNOWN,DOI prefix 10.1089 not in observed-publisher table
10.2753/joa0091-3367390102,"The Impact of Regulatory Focus, Temporal Orientation, and Fit on Consumer Responses to Health-Related Advertising",False,,True,regulatory-fit,False,UNKNOWN,DOI prefix 10.2753 not in observed-publisher table
10.5805/ksci.2010.12.6.755,A Study on Persuasion Effects of Online Cosmetic Advertising -Focused on Types of Social Proof Message and Product-,True,http://koreascience.or.kr:80/article/JAKO201021734882566.pdf,True,social-proof,False,UNKNOWN,DOI prefix 10.5805 not in observed-publisher table
10.1111/j.1365-2753.2008.00959.x,Willingness to pay for a hearing aid: comparing the payment scale and open‐ended question,False,,True,calibrated-question,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1080/10510970902955976,Dump-and-Chase: The Effectiveness of Persistence as a Sequential Request Compliance-Gaining Strategy,True,https://www.tandfonline.com/doi/pdf/10.1080/10510970902955976?needAccess=true,True,ditf,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1080/10410230902804067,Young Adults' Responses to News About Sunscreen and Skin Cancer: The Role of Framing and Social Comparison,False,,True,gain-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1177/0146167209339076,Incidental Experiences of Regulatory Fit and the Processing of Persuasive Appeals,False,,True,regulatory-fit,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1007/s11747-009-0165-x,Service firms and customer loyalty programs: a regulatory fit perspective of reward preferences in a health club setting,False,,True,regulatory-fit,False,MEDIUM,"Springer — mixed; atlas-040 extracted cleanly from open chapter, atlas-042 extracted cleanly; but some chapters paywalled despite is_oa=true"
10.1016/j.jcps.2009.03.002,Regulatory fit from attribute‐based versus alternative‐based processing in decision making,False,,True,regulatory-fit,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.2466/pr0.103.6.529-534,FOOT-IN-THE-DOOR TECHNIQUE USING A COURTSHIP REQUEST: A FIELD EXPERIMENT,False,,True,fitd,False,UNKNOWN,DOI prefix 10.2466 not in observed-publisher table
10.1002/mar.20217,Consumer choices under product option framing: Loss aversion principles or sensitivity to price differentials?,False,,True,loss-framing,False,LOW,Wiley — is_oa=true frequently masks publisher-side paywall; atlas-034 + atlas-038 + atlas-035 (HBE) all returned abstract-only or 402/403
10.1086/592131,Effects of Temporal and Social Distance on Consumer Evaluations: Table 1,False,,True,concrete-construal,False,LOW,Chicago / OUP — paywalled; atlas-024 + atlas-030 + atlas-037 (originally) returned paywalled
10.1080/09593960701778226,Applying the door-in-the-face compliance technique to retailing,False,,True,ditf,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.4992/jjpsy.79.232,The door-in-the-face technique after eating: A field experiment on the self-regulatory function of affect as a resource,True,https://www.jstage.jst.go.jp/article/jjpsy/79/3/79_3_232/_pdf,True,ditf,False,LOW,J-Stage Japanese psych — abstract-only English; full text may not exist in EN
10.1086/593291,Acts of Benevolence: A Limited-Resource Account of Compliance with Charitable Requests,True,https://research.tilburguniversity.edu/en/publications/b9c01cb6-6d86-4db0-a700-2c16c47ab47b,True,fitd,True,LOW,Chicago / OUP — paywalled; atlas-024 + atlas-030 + atlas-037 (originally) returned paywalled
,An Application of the Foot-in-the-Door Strategy in the Environmental Field,False,,False,,False,UNKNOWN,DOI prefix  not in observed-publisher table
10.1016/j.jesp.2008.02.007,Effects of message framing and temporal context on college student drinking behavior,False,,True,gain-framing,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.1002/ejsp.570,“This story is right on”: The impact of regulatory fit on narrative engagement and persuasion,False,,True,regulatory-fit,False,LOW,Wiley — is_oa=true frequently masks publisher-side paywall; atlas-034 + atlas-038 + atlas-035 (HBE) all returned abstract-only or 402/403
10.1111/j.1467-9280.2008.02102.x,Making Message Recipients “Feel Right”,False,,True,regulatory-fit,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1037/a0012612,"Negotiators who give too much: unmitigated communion, relational anxieties, and economic costs in distributive and integ",False,,True,reciprocity,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
,Applying Persuasion Principles Did Not Increase Questionnaire Response: A Randomised Controlled Trial of a Fridge Magnet,False,,False,,False,UNKNOWN,DOI prefix  not in observed-publisher table
10.1016/s1057-7408(07)70013-x,"Construal Levels and Psychological Distance: Effects on Representation, Prediction, Evaluation, and Behavior",False,,True,concrete-construal,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.1016/s1057-7408(07)70017-7,Construal Level Theory and Consumer Behavior,False,,True,concrete-construal,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.1080/03637750701543469,The Moderators and Mediators of Door-in-the-Face Requests: Is it a Negotiation or a Helping Experience?,False,,True,ditf,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1002/mar.20156,Health‐care product advertising: The influences of message framing and perceived product characteristics,False,,True,gain-framing,False,LOW,Wiley — is_oa=true frequently masks publisher-side paywall; atlas-034 + atlas-038 + atlas-035 (HBE) all returned abstract-only or 402/403
10.1111/j.1467-9280.2007.01916.x,Putting Feelings Into Words,False,,True,labeling,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1177/107769900708400307,The Relative Persuasive Effect of Gain- versus Loss-Framed Messages: Exploring the Moderating Role of the Desirability o,False,,True,loss-framing,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1016/j.jesp.2007.07.013,A field experiment testing the utility of regulatory fit messages for promoting physical activity,True,https://www.ncbi.nlm.nih.gov/pmc/articles/2699291,True,regulatory-fit,False,HIGH,"PubMed Central — clean HTML + JATS XML, atlas-014 + atlas-015 + atlas-036 + atlas-037 all extracted cleanly"
10.1007/s11747-006-0008-y,The effects of perceived scarcity on consumers’ processing of price information,False,,True,scarcity,False,MEDIUM,"Springer — mixed; atlas-040 extracted cleanly from open chapter, atlas-042 extracted cleanly; but some chapters paywalled despite is_oa=true"
10.1080/08824090701624148,“Even a Penny Will Help!”: Legitimization of Paltry Donation and Social Proof in Soliciting Donation to a Charitable Org,False,,True,social-proof,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1177/0093650205285367,Interpersonal Communication and Compliance,True,https://research.vu.nl/en/publications/08373eaa-bb15-4b5f-95fb-f62bc599899b,True,disrupt-then-reframe,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1111/j.1467-9280.2006.01704.x,The Anchoring-and-Adjustment Heuristic,False,,True,extreme-anchor,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1111/j.0021-9029.2006.00034.x,Recruiting Teen Smokers in Shopping Malls to a Smoking‐Cessation Program Using the Foot‐in‐the‐Door Technique,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.2224/sbp.2006.34.5.461,“YOU'RE HELPFUL” VERSUS “THAT'S CLEAR”. SOCIAL VERSUS FUNCTIONAL LABEL IN THE FOOT-IN-THE-DOOR PARADIGM,True,https://doi.org/10.2224/sbp.2006.34.5.461,True,fitd,False,LOW,Sociometric Pub — Ingenta paywall on full-text
10.1509/jmkr.43.1.15,Understanding Regulatory Fit,False,,True,regulatory-fit,False,LOW,AMA / Marketing journals — frequently paywalled
10.1509/jmkr.43.1.1,How Regulatory Fit Affects Value in Consumer Choices and Opinions,True,https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID2130671_code766166.pdf?abstractid=2130671&mirid=1,True,regulatory-fit,False,LOW,AMA / Marketing journals — frequently paywalled
10.1002/mar.20127,How advertising claims affect brand preferences and category–brand associations: The role of regulatory fit,False,,True,regulatory-fit,False,LOW,Wiley — is_oa=true frequently masks publisher-side paywall; atlas-034 + atlas-038 + atlas-035 (HBE) all returned abstract-only or 402/403
10.1509/jmkr.43.1.24,Response to Comments on “How Regulatory Fit Affects Value in Consumer Choices and Opinions”,False,,True,regulatory-fit,False,LOW,AMA / Marketing journals — frequently paywalled
10.1509/jmkr.43.1.28,The Role of Regulatory Focus in Preference Construction,False,,True,regulatory-fit,False,LOW,AMA / Marketing journals — frequently paywalled
10.1509/jmkr.43.1.11,The Nature of Fit and the Origins of “Feeling Right”: A Goal-Systemic Perspective,False,,True,regulatory-fit,False,LOW,AMA / Marketing journals — frequently paywalled
10.1080/0144619052000345600,Using Commitments to Drive Consistency: Enhancing the Effectiveness of Cause‐related Marketing Communications,False,,True,commitment-consistency,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1207/s15327663jcp1503_3,The Unconscious Consumer: Effects of Environment on Consumer Behavior,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1207/s15327663jcp1503_3,True,commitment-consistency,False,UNKNOWN,DOI prefix 10.1207 not in observed-publisher table
10.1177/0146167205282152,Playing Dice With Criminal Sentences: The Influence of Irrelevant Anchors on Experts’ Judicial Decision Making,False,,True,extreme-anchor,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1002/bdm.495,When effortful thinking influences judgmental anchoring: differential effects of forewarning and incentives on self-gene,False,,True,extreme-anchor,False,LOW,Wiley — is_oa=true frequently masks publisher-side paywall; atlas-034 + atlas-038 + atlas-035 (HBE) all returned abstract-only or 402/403
10.1509/jmkg.2006.70.1.79,Understanding Consumer Responses to Product Risk Information,False,,True,gain-framing,False,LOW,AMA / Marketing journals — frequently paywalled
10.1111/j.0956-7976.2005.00811.x,Emotional and Deliberative Reactions to a Public Crisis,False,,True,labeling,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1024/1421-0185.64.3.153,How Children Reason about Gains and Losses: Framing Effects in Judgement and Choice,False,,True,loss-framing,False,UNKNOWN,DOI prefix 10.1024 not in observed-publisher table
10.1111/j.1559-1816.2005.tb02144.x,Improving Attitudes Toward Prostate Examinations by Loss-Framed Appeals,False,,True,loss-framing,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1111/j.0963-7214.2005.00366.x,Value From Regulatory Fit,False,,True,regulatory-fit,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1002/9780470752937.ch19,"Framing, Loss Aversion, and Mental Accounting",False,,True,loss-framing,False,LOW,Wiley — is_oa=true frequently masks publisher-side paywall; atlas-034 + atlas-038 + atlas-035 (HBE) all returned abstract-only or 402/403
10.1111/j.1468-2958.2004.tb00726.x,The Interplay of News Frames on Cognitive Complexity,False,,True,gain-framing,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1016/j.obhdp.2004.03.001,Trust and reciprocity decisions: The differing perspectives of trustors and trusted parties,False,,True,reciprocity,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.1037/0022-3514.86.3.388,"Regulatory Fit and Persuasion: Transfer From ""Feeling Right.""",False,,True,regulatory-fit,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1002/ejsp.180,How regulatory fit enhances motivational strength during goal pursuit,False,,True,regulatory-fit,False,LOW,Wiley — is_oa=true frequently masks publisher-side paywall; atlas-034 + atlas-038 + atlas-035 (HBE) all returned abstract-only or 402/403
10.1177/0146167204264334,Imagining How You’d Feel: The Role of Motivational Experiences from Regulatory Fit,False,,True,regulatory-fit,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1002/mar.20027,"Cross‐national differences in proneness to scarcity effects: The moderating roles of familiarity, uncertainty avoidance,",False,,True,scarcity,False,LOW,Wiley — is_oa=true frequently masks publisher-side paywall; atlas-034 + atlas-038 + atlas-035 (HBE) all returned abstract-only or 402/403
10.1089/109493103321640383,Fund-Raising on the Web: The Effect of an Electronic Door-in-the-Face Technique on Compliance to a Request,False,,True,ditf,False,UNKNOWN,DOI prefix 10.1089 not in observed-publisher table
,"Persuasion, pitch and presentation: The effects of information style on individual decision making",False,,False,,False,UNKNOWN,DOI prefix  not in observed-publisher table
10.1207/s15324834basp2503_06,The Effects of Monetary Incentives and Labeling on the Foot-in-the-Door Effect: Evidence for a Self-Perception Process,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1207 not in observed-publisher table
10.1207/s15324834basp2501_6,Self-Concept Clarity and the Foot-in-the-Door Procedure,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1207 not in observed-publisher table
10.1111/j.1559-1816.2003.tb01891.x,Effects of Goal Framing in Job Advertisements on Organizational Attractiveness<sup>1</sup>,False,,True,gain-framing,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1080/08824090309388805,The effects of message framing and message processing on testicular self‐examination attitudes and perceived susceptibil,False,,True,gain-framing,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1177/026010600301700102,The (Ir)Relevance of Framing Nutrition Education Messages,False,,True,gain-framing,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1111/j.1559-1816.2003.tb01931.x,Raising the Price of Agreement: Public Commitment and the Lowball Compliance Procedure<sup>1</sup>,False,,True,lowball,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1016/s0022-1031(03)00015-5,Attributions of trust and the calculus of reciprocity,False,,True,reciprocity,False,LOW,Elsevier / ScienceDirect — is_oa=true frequently masks paywall; atlas-021 + atlas-039 + atlas-043 + atlas-041 all returned abstract-only or paywalled
10.1080/00224540209603901,The Effectiveness of the Door-in-the-Face Compliance Strategy on Friends and Strangers,False,,True,ditf,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1177/009365002237831,Effects of a Guilt Induction and Guilt Reduction on Door in the Face,False,,True,ditf,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1080/00224540209603893,Sequential Requests and Organ Donation,False,,True,fitd,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.2466/pr0.91.5.81-84,LOW-BALL AND COMPLIANCE TO A REQUEST: AN APPLICATION IN A FIELD SETTING,False,,True,lowball,False,UNKNOWN,DOI prefix 10.2466 not in observed-publisher table
10.2466/pr0.2002.91.1.241,Empathy and generalized reciprocity in compliance with requests for help.,False,,True,reciprocity,False,UNKNOWN,DOI prefix 10.2466 not in observed-publisher table
10.1080/13548500125027,Promoting health behaviours with door-in-the-face: The influence of the beneficiary of the request,False,,True,ditf,False,LOW,Taylor & Francis — frequently paywalled despite is_oa=true; atlas-022 + atlas-038 returned abstract-only
10.1111/1467-9280.00372,Putting Adjustment Back in the Anchoring and Adjustment Heuristic: Differential Processing of Self-Generated and Experim,False,,True,extreme-anchor,False,UNKNOWN,DOI prefix 10.1111 not in observed-publisher table
10.1006/jesp.2000.1431,Implications of Attitude Change Theories for Numerical Anchoring: Anchor Plausibility and the Limits of Anchor Effective,False,,True,extreme-anchor,False,UNKNOWN,DOI prefix 10.1006 not in observed-publisher table
10.1177/0146167201277008,When Saying Yes Leads to Saying No: Preference for Consistency and the Reverse Foot-in-the-Door Effect,False,,True,fitd,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1046/j.1537-2995.2001.41111335.x,Confidence in the safety of blood for transfusion: the effect of message framing,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1046/j.1537-2995.2001.41111335.x,True,gain-framing,False,UNKNOWN,DOI prefix 10.1046 not in observed-publisher table
10.1108/eb022851,"LINKING FRAMES IN NEGOTIATIONS: GAINS, LOSSES AND CONFLICT FRAME ADOPTION",False,,True,gain-framing,False,UNKNOWN,DOI prefix 10.1108 not in observed-publisher table
10.1006/obhd.2000.2932,Gain-Loss Framing and Choice: Separating Outcome Formulations from Descriptor Formulations,False,,True,loss-framing,False,UNKNOWN,DOI prefix 10.1006 not in observed-publisher table
10.1037//0278-6133.20.4.256,The effects of message framing and ethnic targeting on mammography use among low-income women.,False,,True,loss-framing,False,MEDIUM,"APA — institutional repos + PMC mirrors; 2/3 PMC extractions clean, 1 eScholarship maintenance hit; abstract-only common on institutional repos"
10.1177/0261927x00019001001,The Psychological Reality of the Door-in-the-Face,False,,True,ditf,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
10.1177/01461672002611010,Overcoming the Inevitable Anchoring Effect: Considering the Opposite Compensates for Selective Accessibility,False,,True,extreme-anchor,False,UNKNOWN,DOI prefix 10.1177 not in observed-publisher table
